,Likes,Comments,Female,Male,Age,Sunglasses,Beard,Mustache,Smile,Eyeglasses,SURPRISED,ANGRY,CONFUSED,HAPPY,CALM,DISGUSTED,SAD,Objects,Filters,Website,Followers,Follows
21697543,6.739130434782608,0.3855072463768116,0.5217391304347826,0.6608695652173913,8.43111111111111,0.3217391304347826,0.34782608695652173,0.21739130434782608,0.6608695652173913,0.5217391304347826,0.02318840579710145,0.005797101449275362,0.0,0.22318840579710145,0.0,0.002898550724637681,0.008695652173913044,3.791304347826087,0.6782608695652174,0.0,155.0,359.0
240411786,102.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0
30738858,8.068904593639576,0.6484098939929329,0.43462897526501765,0.24381625441696114,3.6787985865724377,0.06890459363957598,0.06890459363957598,0.07420494699646643,0.2915194346289753,0.10600706713780919,0.019434628975265017,0.0,0.0035335689045936395,0.13074204946996468,0.0017667844522968198,0.0,0.007067137809187279,3.353356890459364,0.7862190812720848,1.0,244.0,568.0
224422697,9.555555555555555,0.7777777777777778,3.3333333333333335,0.6666666666666666,11.833333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,4.444444444444445,0.1111111111111111,0.0,167.0,9.0
192872688,9.75,0.0,1.0,0.0,8.458333333333334,0.0,0.25,0.25,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,5.166666666666667,0.6666666666666666,1.0,73.0,12.0
2125642670,2.3846153846153846,0.07692307692307693,1.3269230769230769,0.8653846153846154,6.766292735042735,0.057692307692307696,0.11538461538461539,0.057692307692307696,1.5576923076923077,0.11538461538461539,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.519230769230769,0.6538461538461539,0.0,24.0,54.0
526051197,18.0,1.0,5.25,0.75,20.625,0.0,0.0,0.0,4.5,0.75,0.25,0.0,0.0,1.75,0.0,0.0,0.0,5.75,0.5,0.0,134.0,4.0
1508580385,2.7942857142857145,0.13142857142857142,1.2857142857142858,0.84,6.215714285714285,0.24,0.15428571428571428,0.08571428571428572,1.1314285714285715,0.34285714285714286,0.045714285714285714,0.005714285714285714,0.0,0.3485714285714286,0.0,0.0,0.005714285714285714,4.948571428571428,0.24,0.0,56.0,178.0
1282197965,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,1.0,1.0,2.0,3.0
55520631,6.205882352941177,0.4019607843137255,2.5294117647058822,0.9117647058823529,13.539262371615314,0.11764705882352941,0.3235294117647059,0.29411764705882354,1.9411764705882353,1.1176470588235294,0.0784313725490196,0.0,0.00980392156862745,0.6568627450980392,0.0,0.0,0.00980392156862745,4.509803921568627,0.09803921568627451,1.0,106.0,102.0
4147997969,25.181818181818183,1.6103896103896105,0.5454545454545454,2.103896103896104,13.948051948051948,0.7792207792207793,0.7792207792207793,0.5064935064935064,1.2857142857142858,1.051948051948052,0.03896103896103896,0.0,0.012987012987012988,0.5454545454545454,0.0,0.0,0.0,4.077922077922078,0.45454545454545453,1.0,250.0,80.0
316760531,7.014705882352941,0.39705882352941174,0.17647058823529413,0.3088235294117647,3.9595588235294117,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.04411764705882353,0.04411764705882353,0.014705882352941176,0.0,0.0,0.04411764705882353,0.0,0.0,0.014705882352941176,3.2058823529411766,0.6323529411764706,0.0,51.0,68.0
1685907649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,1.0,0.0,166.0,3.0
50853245,8.495327102803738,0.6448598130841121,3.602803738317757,0.9485981308411215,18.541011811397322,0.5,0.24766355140186916,0.17757009345794392,3.303738317757009,0.7663551401869159,0.04205607476635514,0.0,0.001557632398753894,1.2601246105919004,0.00778816199376947,0.0,0.02336448598130841,5.473520249221184,0.5716510903426791,0.0,328.0,653.0
246095675,10.108856088560886,0.6162361623616236,3.9797047970479706,1.0239852398523985,20.984121359882433,0.4317343173431734,0.1937269372693727,0.13837638376383765,3.1494464944649447,0.5202952029520295,0.03874538745387454,0.007380073800738007,0.005535055350553505,1.3394833948339484,0.01107011070110701,0.0,0.016605166051660517,4.987084870848708,0.31365313653136534,0.0,412.0,544.0
31736205,36.65580448065173,1.9806517311608962,1.6619144602851323,1.2494908350305498,21.462378366146186,0.45824847250509165,0.3788187372708758,0.3513238289205703,0.9103869653767821,0.5835030549898167,0.05295315682281059,0.007128309572301426,0.008146639511201629,0.3788187372708758,0.020366598778004074,0.0050916496945010185,0.045824847250509164,4.071283095723015,0.43380855397148677,0.0,732.0,1052.0
52590715,4.420824295010846,0.4229934924078091,1.3665943600867678,0.227765726681128,12.255694143167025,0.2993492407809111,0.08459869848156182,0.08459869848156182,1.0477223427331888,0.3579175704989154,0.026030368763557483,0.004338394793926247,0.0,0.40130151843817785,0.0021691973969631237,0.0,0.0021691973969631237,4.275488069414317,0.0737527114967462,0.0,105.0,464.0
262136545,5.463193657984145,0.43148357870894677,0.49943374858437145,0.4246885617214043,6.2317383918459806,0.08493771234428087,0.14949037372593432,0.09513023782559456,0.4110985277463194,0.21404303510758776,0.01925254813137033,0.0011325028312570782,0.0,0.18346545866364666,0.0022650056625141564,0.0,0.006795016987542469,3.22083805209513,0.09626274065685164,0.0,192.0,905.0
2003630999,12.263157894736842,1.6578947368421053,0.07894736842105263,0.47368421052631576,5.118421052631579,0.23684210526315788,0.07894736842105263,0.07894736842105263,0.23684210526315788,0.15789473684210525,0.05263157894736842,0.0,0.02631578947368421,0.10526315789473684,0.0,0.0,0.0,2.3157894736842106,1.0,0.0,838.0,39.0
183242721,10.703703703703704,1.4814814814814814,0.4444444444444444,1.5555555555555556,10.817460317460316,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.7777777777777778,0.3333333333333333,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.037037037037037035,4.333333333333333,0.6296296296296297,0.0,138.0,27.0
1804133497,6.269230769230769,1.1153846153846154,2.5384615384615383,1.1538461538461537,12.82079459002536,0.23076923076923078,0.46153846153846156,0.23076923076923078,1.8461538461538463,1.0384615384615385,0.07692307692307693,0.0,0.019230769230769232,0.6153846153846154,0.0,0.0,0.038461538461538464,4.903846153846154,0.75,0.0,126.0,60.0
230927564,17.272727272727273,1.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.772727272727273,0.22727272727272727,0.0,13.0,22.0
8854187,6.339655172413793,0.3586206896551724,0.7551724137931034,0.506896551724138,6.478987068965517,0.05172413793103448,0.12931034482758622,0.10862068965517241,0.496551724137931,0.44482758620689655,0.04310344827586207,0.0017241379310344827,0.006896551724137931,0.15517241379310345,0.0034482758620689655,0.0,0.008620689655172414,3.513793103448276,0.10344827586206896,0.0,177.0,599.0
1414011473,5.757894736842105,0.22105263157894736,0.47368421052631576,0.5368421052631579,7.086842105263158,0.031578947368421054,0.22105263157894736,0.15789473684210525,0.5052631578947369,0.06315789473684211,0.010526315789473684,0.0,0.0,0.15789473684210525,0.010526315789473684,0.0,0.0,3.8421052631578947,0.2,0.0,185.0,100.0
1308763259,20.161290322580644,1.4193548387096775,1.5,0.9193548387096774,15.830357142857142,0.24193548387096775,0.2903225806451613,0.24193548387096775,1.1129032258064515,0.43548387096774194,0.06451612903225806,0.0,0.016129032258064516,0.4838709677419355,0.0,0.0,0.016129032258064516,3.8870967741935485,0.3548387096774194,0.0,363.0,63.0
237464830,7.82258064516129,1.3870967741935485,0.8709677419354839,0.7741935483870968,8.355645161290322,0.14516129032258066,0.24193548387096775,0.1935483870967742,0.7258064516129032,0.1935483870967742,0.03225806451612903,0.0,0.016129032258064516,0.22580645161290322,0.0,0.0,0.016129032258064516,4.82258064516129,0.8064516129032258,0.0,211.0,62.0
650122500,7.487244897959184,0.5153061224489796,0.8954081632653061,0.7040816326530612,11.360480442176868,0.09183673469387756,0.10714285714285714,0.09948979591836735,0.826530612244898,0.9719387755102041,0.025510204081632654,0.0,0.01020408163265306,0.3494897959183674,0.002551020408163265,0.00510204081632653,0.01020408163265306,3.8698979591836733,0.20153061224489796,0.0,133.0,398.0
2307136298,1.0434782608695652,0.0,0.13043478260869565,0.13043478260869565,2.4347826086956523,0.0,0.0,0.0,0.13043478260869565,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,2.130434782608696,1.0,1.0,22.0,23.0
195148027,42.660714285714285,1.0892857142857142,1.3928571428571428,2.919642857142857,27.99895833333333,0.8303571428571429,1.7946428571428572,1.4464285714285714,2.7857142857142856,1.0178571428571428,0.05357142857142857,0.0,0.0,0.9910714285714286,0.008928571428571428,0.0,0.008928571428571428,5.5,0.0625,0.0,394.0,113.0
2829661,19.64957264957265,1.0256410256410255,1.7435897435897436,0.5384615384615384,10.941381766381767,0.28205128205128205,0.10256410256410256,0.07692307692307693,1.3333333333333333,0.23076923076923078,0.0,0.0,0.0,0.6153846153846154,0.008547008547008548,0.0,0.008547008547008548,4.0085470085470085,0.24786324786324787,0.0,198.0,124.0
18504643,74.44444444444444,1.7777777777777777,3.7777777777777777,0.4444444444444444,21.86574074074074,1.0,0.1111111111111111,0.1111111111111111,2.2222222222222223,1.3333333333333333,0.1111111111111111,0.0,0.037037037037037035,0.8148148148148148,0.0,0.0,0.037037037037037035,5.962962962962963,0.37037037037037035,0.0,620.0,27.0
395595054,2.476923076923077,0.17692307692307693,0.7846153846153846,0.23076923076923078,10.042307692307693,0.023076923076923078,0.06923076923076923,0.13846153846153847,0.23076923076923078,0.2076923076923077,0.007692307692307693,0.0,0.007692307692307693,0.16923076923076924,0.0,0.0,0.007692307692307693,3.776923076923077,0.4076923076923077,0.0,170.0,134.0
145242840,29.61946902654867,2.433628318584071,1.3805309734513274,0.3185840707964602,11.516189071498806,0.1504424778761062,0.07079646017699115,0.07964601769911504,0.6548672566371682,0.1504424778761062,0.02359882005899705,0.0058997050147492625,0.0,0.3421828908554572,0.0,0.0,0.04424778761061947,3.9852507374631267,0.9941002949852508,1.0,1365.0,339.0
2542776976,11.313636363636364,0.8454545454545455,0.13636363636363635,0.43636363636363634,5.3626893939393945,0.06818181818181818,0.12272727272727273,0.06818181818181818,0.19090909090909092,0.2863636363636364,0.00909090909090909,0.004545454545454545,0.004545454545454545,0.06818181818181818,0.0,0.0,0.004545454545454545,3.6454545454545455,0.06363636363636363,0.0,56.0,220.0
416455611,9.974619289340101,0.6598984771573604,1.1573604060913705,0.7614213197969543,10.689149746192895,0.18274111675126903,0.13705583756345177,0.07614213197969544,0.9289340101522843,0.700507614213198,0.030456852791878174,0.0,0.0,0.4365482233502538,0.0,0.0,0.030456852791878174,3.7563451776649748,0.5279187817258884,0.0,129.0,198.0
25469443,15.856839872746553,1.829268292682927,1.6320254506892895,0.8398727465535525,13.707880386963101,0.2704135737009544,0.24814422057264052,0.17179215270413573,1.4856839872746554,0.391304347826087,0.036055143160127257,0.0042417815482502655,0.0042417815482502655,0.5376458112407211,0.006362672322375398,0.0,0.02014846235418876,3.972428419936373,0.7667020148462355,0.0,349.0,947.0
1950544520,111.52941176470588,8.823529411764707,0.08823529411764706,0.08823529411764706,1.0441176470588236,0.0,0.0,0.0,0.08823529411764706,0.0,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,1.4411764705882353,0.9411764705882353,1.0,119.0,36.0
545252488,57.0,1.0,3.75,3.0,22.291666666666668,0.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,1.75,0.0,0.0,0.0,7.0,0.25,0.0,19.0,4.0
571630184,0.7777777777777778,0.1111111111111111,1.6666666666666667,2.3333333333333335,12.57037037037037,0.0,0.6666666666666666,0.0,2.6666666666666665,0.6666666666666666,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,3.3333333333333335,0.6666666666666666,0.0,159.0,10.0
242494547,32.26829268292683,1.9268292682926829,3.1463414634146343,1.3170731707317074,18.126964769647696,0.25609756097560976,0.36585365853658536,0.25609756097560976,2.8536585365853657,0.6951219512195121,0.10975609756097561,0.0,0.024390243902439025,1.0731707317073171,0.012195121951219513,0.0,0.036585365853658534,4.7317073170731705,0.47560975609756095,0.0,365.0,82.0
184249078,0.0,0.0,0.75,0.25,13.020833333333334,0.125,0.125,0.25,0.25,0.5,0.0,0.0,0.041666666666666664,0.25,0.0,0.0,0.0,4.583333333333333,0.0,0.0,35.0,26.0
7410944,6.808785529715762,0.34366925064599485,0.8527131782945736,0.7596899224806202,9.711154177433247,0.18604651162790697,0.3023255813953488,0.2713178294573643,0.7131782945736435,0.2868217054263566,0.056847545219638244,0.00516795865633075,0.0,0.2971576227390181,0.002583979328165375,0.002583979328165375,0.012919896640826873,4.762273901808785,0.06976744186046512,0.0,146.0,406.0
244047076,9.10909090909091,0.8318181818181818,0.7636363636363637,1.95,18.39664772727273,0.3409090909090909,0.7772727272727272,0.6,0.9954545454545455,0.6954545454545454,0.06363636363636363,0.0,0.02727272727272727,0.36818181818181817,0.013636363636363636,0.0,0.00909090909090909,4.463636363636364,0.9863636363636363,0.0,274.0,221.0
1484680967,11.372549019607844,0.13725490196078433,0.0,0.11764705882352941,1.2450980392156863,0.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,3.980392156862745,1.0,0.0,70.0,51.0
2270275269,41.84530386740332,0.9226519337016574,0.9281767955801105,0.34806629834254144,8.38927255985267,0.06629834254143646,0.049723756906077346,0.03314917127071823,0.6795580110497238,0.09944751381215469,0.03314917127071823,0.0055248618784530384,0.0,0.30939226519337015,0.0,0.0,0.0055248618784530384,4.281767955801105,1.0,0.0,545.0,185.0
215578623,7.109375,0.234375,0.1875,0.421875,5.015625,0.140625,0.09375,0.046875,0.328125,0.140625,0.03125,0.0,0.0,0.09375,0.0,0.0,0.0,3.625,0.4375,0.0,70.0,64.0
2242726591,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.466666666666667,0.9333333333333333,0.0,28.0,15.0
452851338,12.77364864864865,1.1275337837837838,1.7179054054054055,0.6334459459459459,13.691822682057053,0.3927364864864865,0.16722972972972974,0.1266891891891892,1.429054054054054,0.6334459459459459,0.017736486486486486,0.0033783783783783786,0.0008445945945945946,0.5777027027027027,0.0016891891891891893,0.0,0.013513513513513514,4.347128378378378,0.44341216216216217,0.0,287.0,1207.0
288335200,31.572700296735906,1.970326409495549,2.421364985163205,1.0949554896142433,18.34624370024964,0.33827893175074186,0.22255192878338279,0.14688427299703263,1.304154302670623,0.5296735905044511,0.03857566765578635,0.010385756676557863,0.008902077151335312,0.6097922848664689,0.00741839762611276,0.0,0.02967359050445104,4.64540059347181,0.6646884272997032,0.0,1077.0,678.0
